ID,DT_Dec,Year_Dec,Month_Dec,Day_Dec,DEC,Flag_Approved,Channel,Age,State,Income,Spend @M4,
1,02/12/2022,2022,12,2,A,1,TMK,64,Estado de Mexico," 1,091 ", 296 ,
2,03/12/2022,2022,12,3,A,1,ONLINE,36,," 1,091 "," 1,137 ",
3,03/12/2022,2022,12,3,A,1,F2F_Channel,44,," 1,939 ", 124 ,
4,07/12/2022,2022,12,7,A,1,TMK,52,Baja California," 1,152 ", 630 ,
5,05/12/2022,2022,12,5,A,1,ONLINE,36,Ciudad de Mexico," 2,121 "," 1,395 ",
6,07/12/2022,2022,12,7,A,1,ONLINE,36,Ciudad de Mexico," 1,212 ", 85 ,
7,07/12/2022,2022,12,7,A,1,ONLINE,47,, 909 , 596 ,
8,05/12/2022,2022,12,5,A,1,TMK,50,Michoacan de Ocampo," 1,364 ", 88 ,
9,01/12/2022,2022,12,1,A,1,ONLINE,33,," 6,667 "," 17,177 ",
10,16/12/2022,2022,12,16,A,1,TMK,34,Ciudad de Mexico," 1,818 ", 228 ,
11,06/12/2022,2022,12,6,A,1,TMK,48,," 3,030 "," 1,791 ",
12,01/12/2022,2022,12,1,A,1,F2F_Channel,45,," 3,030 ", 568 ,
13,01/12/2022,2022,12,1,A,1,ONLINE,87,," 60,606 "," 7,584 ",
14,02/12/2022,2022,12,2,A,1,ONLINE,51,," 1,818 ", 47 ,
15,02/12/2022,2022,12,2,A,1,F2F_Channel,47,," 2,121 ", 435 ,
16,10/12/2022,2022,12,10,A,1,ONLINE,46,Coahuila de Zaragoza," 7,273 "," 4,070 ",
17,10/12/2022,2022,12,10,A,1,ONLINE,37,Ciudad de Mexico," 1,273 "," 1,323 ",
18,20/12/2022,2022,12,20,A,1,TMK,50,Jalisco," 1,788 ", 75 ,
19,13/12/2022,2022,12,13,A,1,TMK,56,Michoacan de Ocampo," 1,212 ", 873 ,
20,28/12/2022,2022,12,28,A,1,ONLINE,54,Morelos," 9,091 ", 526 ,
21,20/12/2022,2022,12,20,A,1,TMK,32,Sonora, 933 , 322 ,
22,28/12/2022,2022,12,28,A,1,ONLINE,33,Sinaloa," 1,091 ", 122 ,
23,28/12/2022,2022,12,28,A,1,ONLINE,57,Sonora," 2,424 ", 190 ,
24,14/12/2022,2022,12,14,A,1,ONLINE,39,Estado de Mexico," 1,515 "," 1,071 ",
25,21/12/2022,2022,12,21,A,1,ONLINE,61,Baja California Sur," 18,182 "," 1,160 ",
26,03/12/2022,2022,12,3,A,1,ONLINE,36,," 6,061 "," 1,060 ",
27,14/12/2022,2022,12,14,A,1,TMK,48,Morelos," 1,818 ", 756 ,
28,12/12/2022,2022,12,12,A,1,TMK,38,Sonora," 1,697 ", 133 ,
29,21/12/2022,2022,12,21,A,1,ONLINE,31,Queretaro," 1,212 ", 301 ,
30,29/12/2022,2022,12,29,A,1,ONLINE,40,Estado de Mexico," 2,352 ", 915 ,
31,21/12/2022,2022,12,21,A,1,TMK,59,Jalisco, 909 , 630 ,
32,12/12/2022,2022,12,12,A,1,TMK,36,Veracruz de Ignacio de la Llave," 1,515 ", 89 ,
33,30/12/2022,2022,12,30,A,1,ONLINE,34,Estado de Mexico," 1,515 ", 241 ,
34,12/12/2022,2022,12,12,A,1,ONLINE,42,Queretaro," 1,818 "," 1,180 ",
35,05/12/2022,2022,12,5,A,1,TMK,53,Tamaulipas, 970 , 49 ,
36,12/12/2022,2022,12,12,A,1,TMK,37,Queretaro," 3,030 "," 1,000 ",
37,12/12/2022,2022,12,12,A,1,TMK,44,Guanajuato, 909 , 249 ,
38,14/12/2022,2022,12,14,A,1,ONLINE,42,Queretaro," 2,424 "," 4,930 ",
39,12/12/2022,2022,12,12,A,1,TMK,47,Jalisco," 1,818 ", 49 ,
40,14/12/2022,2022,12,14,A,1,TMK,48,Chihuahua," 2,121 ", 338 ,
41,26/12/2022,2022,12,26,A,1,TMK,73,," 1,758 ", 89 ,
42,05/12/2022,2022,12,5,A,1,TMK,41,Puebla," 2,636 ", 415 ,
43,05/12/2022,2022,12,5,A,1,TMK,65,," 1,939 ", 302 ,
44,16/12/2022,2022,12,16,A,1,TMK,67,," 1,818 ", 393 ,
45,15/12/2022,2022,12,15,A,1,ONLINE,53,Jalisco," 1,939 ", 297 ,
46,22/12/2022,2022,12,22,A,1,TMK,62,Coahuila de Zaragoza," 2,424 "," 4,531 ",
47,07/12/2022,2022,12,7,A,1,ONLINE,34,Tamaulipas, 994 , 390 ,
48,05/12/2022,2022,12,5,A,1,ONLINE,61,Chiapas," 1,515 ", 314 ,
49,07/12/2022,2022,12,7,A,1,TMK,35,Aguascalientes, 970 , 296 ,
50,16/12/2022,2022,12,16,A,1,ONLINE,39,Ciudad de Mexico," 1,818 ", 516 ,
51,01/12/2022,2022,12,1,A,1,ONLINE,32,, 909 ," 1,678 ",
52,01/12/2022,2022,12,1,A,1,ONLINE,59,," 2,242 ", 216 ,
53,22/12/2022,2022,12,22,A,1,ONLINE,33,," 1,818 ", 204 ,
54,26/12/2022,2022,12,26,A,1,TMK,43,Quintana Roo," 1,818 ", 655 ,
55,19/12/2022,2022,12,19,A,1,TMK,64,Nuevo Leon," 4,242 ", 693 ,
56,26/12/2022,2022,12,26,A,1,TMK,37,Puebla," 1,818 ", 382 ,
57,26/12/2022,2022,12,26,A,1,ONLINE,34,Jalisco," 1,939 ", 101 ,
58,19/12/2022,2022,12,19,A,1,ONLINE,42,Nuevo Leon," 1,818 "," 4,924 ",
59,01/12/2022,2022,12,1,A,1,TMK,97,," 1,818 ", 131 ,
60,26/12/2022,2022,12,26,A,1,TMK,33,Chihuahua," 1,818 ", 302 ,
61,26/12/2022,2022,12,26,A,1,TMK,48,Zacatecas," 1,212 ", 588 ,
62,26/12/2022,2022,12,26,A,1,TMK,38,Zacatecas," 1,626 ", 311 ,
63,19/12/2022,2022,12,19,A,1,ONLINE,39,Morelos," 1,818 ", 295 ,
64,06/12/2022,2022,12,6,A,1,ONLINE,36,," 1,818 "," 1,554 ",
65,16/12/2022,2022,12,16,A,1,TMK,63,Chiapas, 958 , 49 ,
66,19/12/2022,2022,12,19,A,1,TMK,59,Baja California," 1,515 ", 497 ,
67,27/12/2022,2022,12,27,A,1,TMK,59,Estado de Mexico," 1,091 ", 148 ,
68,16/12/2022,2022,12,16,A,1,TMK,41,Michoacan de Ocampo," 4,242 "," 1,030 ",
69,01/12/2022,2022,12,1,A,1,ONLINE,81,," 4,242 ", 603 ,
70,19/12/2022,2022,12,19,A,1,TMK,64,Quintana Roo," 1,212 ", 338 ,
71,17/12/2022,2022,12,17,A,1,ONLINE,55,Estado de Mexico, 909 , 185 ,
72,17/12/2022,2022,12,17,A,1,TMK,71,Chihuahua," 1,515 ", 450 ,
73,08/12/2022,2022,12,8,A,1,ONLINE,38,Colima," 1,879 ", 402 ,
74,23/12/2022,2022,12,23,A,1,ONLINE,56,Chihuahua," 1,212 ", 562 ,
75,23/12/2022,2022,12,23,A,1,TMK,63,Ciudad de Mexico," 1,818 ", 117 ,
76,01/12/2022,2022,12,1,A,1,ONLINE,37,," 1,515 ", 215 ,
77,10/12/2022,2022,12,10,A,1,ONLINE,45,Estado de Mexico," 5,758 ", 545 ,
78,13/12/2022,2022,12,13,A,1,ONLINE,37,Nuevo Leon," 9,091 "," 10,157 ",
79,02/12/2022,2022,12,2,A,1,TMK,48,," 1,818 ", 434 ,
80,13/12/2022,2022,12,13,A,1,TMK,63,Ciudad de Mexico," 1,515 ", 49 ,
81,23/12/2022,2022,12,23,A,1,TMK,64,Queretaro," 5,152 ", 254 ,
82,09/12/2022,2022,12,9,A,1,ONLINE,46,Guerrero," 1,939 ", 534 ,
83,20/12/2022,2022,12,20,A,1,ONLINE,42,Sonora," 3,030 ", 774 ,
84,17/11/2022,2022,11,17,A,1,TMK,33,Ciudad de Mexico, 970 , 810 ,
85,08/11/2022,2022,11,8,A,1,TMK,42,Tamaulipas," 1,939 ", 362 ,
86,18/10/2022,2022,10,18,A,1,ONLINE,49,Ciudad de Mexico," 3,212 ", 9 ,
87,28/11/2022,2022,11,28,A,1,ONLINE,34,Michoacan de Ocampo, 988 , 910 ,
88,21/10/2022,2022,10,21,A,1,TMK,66,Estado de Mexico," 1,667 ", 911 ,
89,24/11/2022,2022,11,24,A,1,ONLINE,47,Yucatan," 1,212 ", 754 ,
90,08/11/2022,2022,11,8,A,1,TMK,70,Ciudad de Mexico," 1,515 ", 53 ,
91,25/11/2022,2022,11,25,A,1,TMK,35,Chihuahua," 1,333 ", 848 ,
92,14/10/2022,2022,10,14,A,1,ONLINE,53,Guanajuato," 2,424 "," 4,182 ",
93,17/11/2022,2022,11,17,A,1,TMK,46,Yucatan," 6,061 ", 953 ,
94,01/09/2022,2022,9,1,A,1,TMK,35,," 3,636 "," 1,464 ",
95,28/11/2022,2022,11,28,A,1,ONLINE,39,Ciudad de Mexico," 3,636 "," 1,248 ",
96,04/10/2022,2022,10,4,A,1,TMK,58,Estado de Mexico," 1,758 ", 329 ,
97,31/10/2022,2022,10,31,A,1,TMK,56,Oaxaca," 1,515 ", 414 ,
98,28/11/2022,2022,11,28,A,1,ONLINE,43,Guanajuato," 3,030 ", 27 ,
99,07/10/2022,2022,10,7,A,1,ONLINE,30,Puebla, 970 , 365 ,
100,28/11/2022,2022,11,28,A,1,ONLINE,40,Chihuahua," 1,818 ", 5 ,
101,25/11/2022,2022,11,25,A,1,TMK,59,Chiapas," 4,242 "," 5,881 ",
102,21/10/2022,2022,10,21,A,1,TMK,37,Sinaloa," 2,727 ", 285 ,
103,17/11/2022,2022,11,17,A,1,TMK,36,Baja California," 5,152 "," 1,263 ",
104,21/10/2022,2022,10,21,A,1,TMK,34,Ciudad de Mexico," 1,667 ", 400 ,
105,09/11/2022,2022,11,9,A,1,ONLINE,58,Aguascalientes," 2,242 "," 3,899 ",
106,21/10/2022,2022,10,21,A,1,TMK,62,Veracruz de Ignacio de la Llave," 1,818 ", 453 ,
107,01/09/2022,2022,9,1,A,1,ONLINE,72,," 1,212 "," 2,238 ",
108,18/10/2022,2022,10,18,A,1,ONLINE,60,Nuevo Leon," 1,939 ", 364 ,
109,01/09/2022,2022,9,1,A,1,TMK,49,, 970 , 866 ,
110,01/11/2022,2022,11,1,A,1,ONLINE,35,, 970 , 19 ,
111,05/09/2022,2022,9,5,A,1,TMK,40,Oaxaca," 2,424 "," 1,212 ",
112,12/10/2022,2022,10,12,A,1,ONLINE,35,Ciudad de Mexico," 3,333 "," 3,947 ",
113,04/11/2022,2022,11,4,A,1,ONLINE,32,, 909 , 193 ,
114,12/09/2022,2022,9,12,A,1,ONLINE,40,Jalisco," 1,818 ", 146 ,
115,26/10/2022,2022,10,26,A,1,TMK,51,Sonora," 4,970 "," 1,208 ",
116,05/10/2022,2022,10,5,A,1,ONLINE,41,Veracruz de Ignacio de la Llave," 3,333 "," 1,467 ",
117,21/10/2022,2022,10,21,A,1,TMK,73,Sonora," 1,818 ", 293 ,
118,22/11/2022,2022,11,22,A,1,TMK,43,Puebla," 4,848 ", 751 ,
119,12/09/2022,2022,9,12,A,1,TMK,44,Jalisco," 1,812 ", 337 ,
120,21/10/2022,2022,10,21,A,1,TMK,61,Estado de Mexico," 1,818 ", 108 ,
121,26/11/2022,2022,11,26,A,1,ONLINE,37,Campeche," 1,212 ", 140 ,
122,01/11/2022,2022,11,1,A,1,ONLINE,54,," 1,448 ", 169 ,
123,28/09/2022,2022,9,28,A,1,ONLINE,39,Veracruz de Ignacio de la Llave," 1,515 ", 10 ,
124,26/11/2022,2022,11,26,A,1,ONLINE,44,Ciudad de Mexico," 2,424 "," 5,166 ",
125,22/11/2022,2022,11,22,A,1,TMK,49,Baja California," 1,212 ", 545 ,
126,15/09/2022,2022,9,15,A,1,TMK,42,Ciudad de Mexico," 5,758 ", 191 ,
127,21/10/2022,2022,10,21,A,1,TMK,61,Nuevo Leon," 1,576 ", 220 ,
128,19/09/2022,2022,9,19,A,1,ONLINE,35,Ciudad de Mexico," 1,515 ", 716 ,
129,26/11/2022,2022,11,26,A,1,TMK,50,Oaxaca," 1,758 ", 455 ,
130,05/09/2022,2022,9,5,A,1,ONLINE,38,," 1,818 ", 37 ,
131,14/11/2022,2022,11,14,A,1,ONLINE,52,Sinaloa," 3,636 "," 5,859 ",
132,22/11/2022,2022,11,22,A,1,TMK,50,Tamaulipas," 1,879 ", 273 ,
133,01/11/2022,2022,11,1,A,1,ONLINE,34,, 909 , 730 ,
134,24/09/2022,2022,9,24,A,1,ONLINE,47,Tamaulipas," 8,182 "," 2,545 ",
135,26/11/2022,2022,11,26,A,1,TMK,33,Tamaulipas, 970 , 190 ,
136,18/11/2022,2022,11,18,A,1,ONLINE,60,Jalisco," 2,121 ", 92 ,
137,05/10/2022,2022,10,5,A,1,TMK,46,Queretaro," 1,818 "," 1,239 ",
138,18/11/2022,2022,11,18,A,1,ONLINE,38,Estado de Mexico," 1,212 ", 158 ,
139,04/11/2022,2022,11,4,A,1,TMK,50,Estado de Mexico," 1,212 ", 150 ,
140,18/10/2022,2022,10,18,A,1,ONLINE,65,Veracruz de Ignacio de la Llave," 12,121 "," 9,188 ",
141,27/09/2022,2022,9,27,A,1,TMK,58,Campeche," 2,364 ", 528 ,
142,19/11/2022,2022,11,19,A,1,TMK,64,Durango," 1,515 ", 38 ,
143,01/11/2022,2022,11,1,A,1,ONLINE,44,," 9,091 "," 8,719 ",
144,07/10/2022,2022,10,7,A,1,TMK,43,Veracruz de Ignacio de la Llave," 2,121 ", 826 ,
145,19/11/2022,2022,11,19,A,1,ONLINE,70,," 1,818 ", 112 ,
146,07/10/2022,2022,10,7,A,1,TMK,50,Estado de Mexico," 3,758 ", 28 ,
147,14/11/2022,2022,11,14,A,1,TMK,70,," 5,030 ", 928 ,
148,05/11/2022,2022,11,5,A,1,ONLINE,37,," 2,727 ", 260 ,
149,18/11/2022,2022,11,18,A,1,ONLINE,55,Veracruz de Ignacio de la Llave," 2,061 ", 543 ,
150,10/10/2022,2022,10,10,A,1,ONLINE,32,, 909 , 523 ,
151,12/10/2022,2022,10,12,A,1,TMK,58,Tamaulipas," 3,636 ", 757 ,
152,02/09/2022,2022,9,2,A,1,ONLINE,46,," 1,818 ", 52 ,
153,01/11/2022,2022,11,1,A,1,ONLINE,44,," 40,000 "," 8,792 ",
154,05/10/2022,2022,10,5,A,1,TMK,44,," 2,727 ", 203 ,
155,24/11/2022,2022,11,24,A,1,TMK,30,Nuevo Leon, 909 , 42 ,
156,18/10/2022,2022,10,18,A,1,TMK,61,Michoacan de Ocampo, 970 , 452 ,
157,12/10/2022,2022,10,12,A,1,TMK,48,Guanajuato," 1,818 "," 1,693 ",
158,14/11/2022,2022,11,14,A,1,TMK,63,Puebla," 2,727 "," 1,608 ",
159,26/10/2022,2022,10,26,A,1,TMK,67,Chihuahua," 1,515 ", 116 ,
160,10/10/2022,2022,10,10,A,1,TMK,46,Queretaro," 1,667 ", 109 ,
161,26/10/2022,2022,10,26,A,1,TMK,65,Ciudad de Mexico," 3,030 ", 30 ,
162,26/11/2022,2022,11,26,A,1,TMK,52,Jalisco," 2,061 ", 105 ,
163,25/10/2022,2022,10,25,A,1,ONLINE,40,Ciudad de Mexico," 1,818 "," 2,638 ",
164,26/10/2022,2022,10,26,A,1,TMK,58,Tamaulipas," 3,030 ", 505 ,
165,19/11/2022,2022,11,19,A,1,ONLINE,40,Estado de Mexico," 2,400 ", 768 ,
166,01/11/2022,2022,11,1,A,1,ONLINE,43,," 2,121 ", 186 ,
167,13/09/2022,2022,9,13,A,1,ONLINE,39,Jalisco," 1,394 ", 701 ,
168,01/11/2022,2022,11,1,A,1,ONLINE,34,, 909 , 285 ,
169,09/11/2022,2022,11,9,A,1,ONLINE,35,Queretaro," 1,515 ", 902 ,
170,07/10/2022,2022,10,7,A,1,TMK,40,Ciudad de Mexico," 2,121 ", 329 ,
171,01/11/2022,2022,11,1,A,1,TMK,42,, 909 , 30 ,
172,30/09/2022,2022,9,30,A,1,TMK,78,San Luis Potosi," 1,515 ", 690 ,
173,25/10/2022,2022,10,25,A,1,ONLINE,33,Yucatan," 3,636 ", 745 ,
174,10/10/2022,2022,10,10,A,1,TMK,51,Ciudad de Mexico," 5,758 "," 4,507 ",
175,13/09/2022,2022,9,13,A,1,TMK,68,San Luis Potosi," 5,758 ", 577 ,
176,13/09/2022,2022,9,13,A,1,TMK,52,Chiapas," 3,212 ", 555 ,
177,23/11/2022,2022,11,23,A,1,TMK,32,Estado de Mexico," 4,848 "," 1,099 ",
178,05/10/2022,2022,10,5,A,1,TMK,47,Puebla," 6,061 ", 297 ,
179,10/10/2022,2022,10,10,A,1,ONLINE,48,," 3,030 ", 41 ,
180,19/10/2022,2022,10,19,A,1,ONLINE,57,Chiapas," 2,727 ", 990 ,
181,18/11/2022,2022,11,18,A,1,TMK,48,Queretaro," 5,455 ", 3 ,
182,14/11/2022,2022,11,14,A,1,ONLINE,67,Ciudad de Mexico," 1,091 "," 1,419 ",
183,17/09/2022,2022,9,17,A,1,TMK,68,Hidalgo," 1,818 ", 651 ,
184,16/11/2022,2022,11,16,A,1,ONLINE,37,Hidalgo," 1,333 ", 43 ,
185,18/11/2022,2022,11,18,A,1,TMK,44,Ciudad de Mexico," 2,727 ", 18 ,
186,27/10/2022,2022,10,27,A,1,TMK,60,Nuevo Leon, 909 , 218 ,
187,08/10/2022,2022,10,8,A,1,ONLINE,42,Morelos," 2,424 "," 2,107 ",
188,28/10/2022,2022,10,28,A,1,TMK,34,Chihuahua," 1,812 ", 794 ,
189,20/09/2022,2022,9,20,A,1,ONLINE,48,Chihuahua, 909 , 6 ,
190,19/11/2022,2022,11,19,A,1,TMK,75,Puebla," 4,242 ", 295 ,
191,23/11/2022,2022,11,23,A,1,ONLINE,38,Chihuahua," 2,424 "," 6,788 ",
192,13/09/2022,2022,9,13,A,1,TMK,60,Ciudad de Mexico," 2,364 ", 650 ,
193,13/10/2022,2022,10,13,A,1,ONLINE,43,Colima," 1,455 ", 93 ,
194,29/11/2022,2022,11,29,A,1,ONLINE,36,Oaxaca," 1,818 ", 35 ,
195,28/09/2022,2022,9,28,A,1,ONLINE,37,Baja California," 1,394 ", 134 ,
196,13/10/2022,2022,10,13,A,1,ONLINE,73,Puebla," 3,030 "," 1,317 ",
197,24/10/2022,2022,10,24,A,1,TMK,38,Nuevo Leon," 1,818 ", 504 ,
198,15/11/2022,2022,11,15,A,1,ONLINE,50,Veracruz de Ignacio de la Llave," 1,455 "," 1,336 ",
199,21/11/2022,2022,11,21,A,1,TMK,51,Aguascalientes," 3,030 ", 583 ,
200,21/11/2022,2022,11,21,A,1,ONLINE,39,Sinaloa, 970 , 717 ,
201,08/09/2022,2022,9,8,A,1,TMK,40,Ciudad de Mexico," 2,121 ", 627 ,
202,29/11/2022,2022,11,29,A,1,ONLINE,32,Baja California Sur," 1,212 ", 145 ,
203,06/09/2022,2022,9,6,A,1,ONLINE,33,," 1,212 ", 9 ,
204,22/09/2022,2022,9,22,A,1,ONLINE,36,Chiapas, 909 , 209 ,
205,26/09/2022,2022,9,26,A,1,ONLINE,39,Nuevo Leon," 3,030 ", 43 ,
206,03/11/2022,2022,11,3,A,1,ONLINE,41,," 1,818 ", 236 ,
207,17/10/2022,2022,10,17,A,1,ONLINE,40,Ciudad de Mexico," 3,697 ", 638 ,
208,10/10/2022,2022,10,10,A,1,TMK,34,Tlaxcala," 3,030 ", 61 ,
209,03/10/2022,2022,10,3,A,1,ONLINE,35,," 1,818 "," 1,201 ",
210,08/09/2022,2022,9,8,A,1,TMK,66,Jalisco," 2,364 ", 286 ,
211,23/11/2022,2022,11,23,A,1,ONLINE,37,Jalisco, 970 , 627 ,
212,06/09/2022,2022,9,6,A,1,ONLINE,36,," 1,412 ", 442 ,
213,16/11/2022,2022,11,16,A,1,TMK,39,Coahuila de Zaragoza," 1,818 ", 474 ,
214,22/09/2022,2022,9,22,A,1,ONLINE,42,Nayarit, 939 , 62 ,
215,27/10/2022,2022,10,27,A,1,TMK,47,Jalisco," 4,242 ", 126 ,
216,27/10/2022,2022,10,27,A,1,ONLINE,58,San Luis Potosi," 1,091 ", 7 ,
217,17/10/2022,2022,10,17,A,1,ONLINE,49,Estado de Mexico," 1,562 ", 666 ,
218,13/09/2022,2022,9,13,A,1,TMK,48,Jalisco," 2,424 "," 1,367 ",
219,06/10/2022,2022,10,6,A,1,ONLINE,33,," 2,045 ", 164 ,
220,13/09/2022,2022,9,13,A,1,TMK,66,," 1,758 ", 170 ,
221,10/11/2022,2022,11,10,A,1,ONLINE,36,Coahuila de Zaragoza," 2,000 "," 1,597 ",
222,28/10/2022,2022,10,28,A,1,TMK,50,Baja California," 4,727 ", 429 ,
223,17/10/2022,2022,10,17,A,1,ONLINE,41,Queretaro," 1,818 ", 819 ,
224,10/11/2022,2022,11,10,A,1,ONLINE,35,Tlaxcala," 1,212 ", 659 ,
225,20/09/2022,2022,9,20,A,1,TMK,54,Queretaro," 3,636 ", 369 ,
226,13/10/2022,2022,10,13,A,1,ONLINE,32,Sonora," 1,212 ", 224 ,
227,23/11/2022,2022,11,23,A,1,ONLINE,40,Ciudad de Mexico," 1,030 ", 547 ,
228,27/10/2022,2022,10,27,A,1,TMK,64,Baja California," 1,758 ", 279 ,
229,16/11/2022,2022,11,16,A,1,TMK,50,Ciudad de Mexico," 2,364 ", 758 ,
230,03/10/2022,2022,10,3,A,1,ONLINE,79,," 1,212 ", 166 ,
231,03/10/2022,2022,10,3,A,1,ONLINE,54,," 1,842 ", 973 ,
232,10/11/2022,2022,11,10,A,1,ONLINE,68,," 2,727 "," 1,636 ",
233,07/11/2022,2022,11,7,A,1,ONLINE,79,Puebla," 2,848 "," 2,219 ",
234,24/10/2022,2022,10,24,A,1,ONLINE,42,Ciudad de Mexico," 2,606 ", 31 ,
235,13/10/2022,2022,10,13,A,1,TMK,77,Sonora," 1,515 ", 143 ,
236,16/11/2022,2022,11,16,A,1,TMK,32,Estado de Mexico," 1,764 ", 113 ,
237,25/10/2022,2022,10,25,A,1,TMK,31,Ciudad de Mexico," 3,939 ", 50 ,
238,20/09/2022,2022,9,20,A,1,TMK,58,Ciudad de Mexico," 1,636 ", 202 ,
239,16/11/2022,2022,11,16,A,1,TMK,48,Ciudad de Mexico, 909 , 164 ,
240,13/10/2022,2022,10,13,A,1,TMK,66,Nuevo Leon," 2,939 "," 2,777 ",
241,06/10/2022,2022,10,6,A,1,ONLINE,36,," 1,606 ", 162 ,
242,06/10/2022,2022,10,6,A,1,ONLINE,38,Estado de Mexico," 1,030 ", 78 ,
243,06/09/2022,2022,9,6,A,1,TMK,61,Durango," 2,121 ", 17 ,
244,28/10/2022,2022,10,28,A,1,TMK,75,Colima," 1,212 ", 397 ,
245,13/10/2022,2022,10,13,A,1,ONLINE,66,Estado de Mexico," 2,727 "," 1,670 ",
246,03/10/2022,2022,10,3,A,1,TMK,42,," 1,697 ", 512 ,
247,16/11/2022,2022,11,16,A,1,ONLINE,33,," 1,818 "," 1,633 ",
248,06/09/2022,2022,9,6,A,1,TMK,44,Nuevo Leon," 6,970 ", 586 ,
249,06/10/2022,2022,10,6,A,1,ONLINE,37,," 2,727 ", 230 ,
250,06/10/2022,2022,10,6,A,1,ONLINE,38,, 970 , 280 ,
251,27/10/2022,2022,10,27,A,1,ONLINE,37,Estado de Mexico," 1,818 "," 1,404 ",
252,06/10/2022,2022,10,6,A,1,ONLINE,34,," 1,394 ", 127 ,
253,13/10/2022,2022,10,13,A,1,ONLINE,81,Aguascalientes," 2,121 ", 350 ,
254,06/09/2022,2022,9,6,A,1,ONLINE,83,," 1,818 ", 440 ,
255,06/10/2022,2022,10,6,A,1,ONLINE,32,, 909 , 214 ,
256,03/10/2022,2022,10,3,A,1,TMK,72,," 1,758 ", 189 ,
257,23/11/2022,2022,11,23,A,1,ONLINE,33,Jalisco," 21,212 ", 111 ,
258,06/10/2022,2022,10,6,A,1,ONLINE,41,Yucatan, 970 ," 1,332 ",
259,29/09/2022,2022,9,29,A,1,TMK,37,Chiapas," 1,636 ", 26 ,
260,08/09/2022,2022,9,8,A,1,TMK,35,Estado de Mexico," 1,333 ", 667 ,
261,14/09/2022,2022,9,14,A,1,ONLINE,57,," 1,058 ", 529 ,
262,27/10/2022,2022,10,27,A,1,ONLINE,59,Veracruz de Ignacio de la Llave," 1,818 ", 286 ,
263,25/10/2022,2022,10,25,A,1,ONLINE,34,," 2,121 ", 282 ,
264,25/10/2022,2022,10,25,A,1,ONLINE,39,Nuevo Leon," 1,576 ", 7 ,
265,08/09/2022,2022,9,8,A,1,TMK,41,Jalisco," 1,818 "," 1,385 ",
266,13/10/2022,2022,10,13,A,1,TMK,63,Estado de Mexico," 1,515 ", 276 ,
267,30/11/2022,2022,11,30,A,1,ONLINE,73,," 3,333 "," 5,559 ",
268,30/11/2022,2022,11,30,A,1,ONLINE,76,Estado de Mexico," 1,091 "," 2,521 ",
269,11/10/2022,2022,10,11,A,1,F2F_Channel,55,," 2,424 ", 42 ,
270,15/11/2022,2022,11,15,A,1,ONLINE,34,Sinaloa," 4,242 "," 5,878 ",
271,21/09/2022,2022,9,21,A,1,ONLINE,50,Jalisco, 909 , 170 ,
272,17/11/2022,2022,11,17,A,1,ONLINE,44,Quintana Roo," 2,121 ", 601 ,
273,29/09/2022,2022,9,29,A,1,ONLINE,39,Jalisco," 1,818 ", 216 ,
274,26/09/2022,2022,9,26,A,1,TMK,55,Tamaulipas," 1,818 ", 228 ,
275,21/09/2022,2022,9,21,A,1,ONLINE,43,Estado de Mexico," 1,939 ", 8 ,
276,24/10/2022,2022,10,24,A,1,ONLINE,64,Tabasco," 3,273 "," 2,326 ",
277,14/09/2022,2022,9,14,A,1,ONLINE,64,," 3,030 "," 2,475 ",
278,04/11/2022,2022,11,4,A,1,TMK,64,," 1,818 ", 78 ,
279,24/10/2022,2022,10,24,A,1,ONLINE,47,Queretaro," 2,182 ", 206 ,
280,10/09/2022,2022,9,10,A,1,TMK,55,," 1,515 ", 405 ,
281,29/10/2022,2022,10,29,A,1,TMK,49,Puebla," 1,818 ", 218 ,
282,23/09/2022,2022,9,23,A,1,TMK,72,Baja California," 1,515 ", 384 ,
283,07/11/2022,2022,11,7,A,1,TMK,47,Estado de Mexico," 1,758 ", 465 ,
284,25/11/2022,2022,11,25,A,1,TMK,36,Tamaulipas," 1,333 ", 7 ,
285,17/11/2022,2022,11,17,A,1,ONLINE,43,Quintana Roo," 2,424 ", 145 ,
286,21/10/2022,2022,10,21,A,1,ONLINE,74,," 1,212 "," 1,389 ",
287,29/10/2022,2022,10,29,A,1,ONLINE,59,Ciudad de Mexico," 5,152 ", 473 ,
288,14/09/2022,2022,9,14,A,1,ONLINE,72,, 970 , 557 ,
289,24/10/2022,2022,10,24,A,1,TMK,46,Estado de Mexico, 970 , 161 ,
290,24/10/2022,2022,10,24,A,1,ONLINE,53,Nuevo Leon," 1,212 ", 12 ,
291,30/11/2022,2022,11,30,A,1,TMK,38,Queretaro," 2,424 ", 617 ,
292,17/10/2022,2022,10,17,A,1,ONLINE,40,Jalisco," 1,818 ", 51 ,
293,04/11/2022,2022,11,4,A,1,ONLINE,33,," 6,061 ", 537 ,
294,29/10/2022,2022,10,29,A,1,TMK,53,Nuevo Leon," 3,636 "," 1,151 ",
295,11/10/2022,2022,10,11,A,1,TMK,49,Ciudad de Mexico," 1,715 ", 486 ,
296,10/09/2022,2022,9,10,A,1,ONLINE,49,Ciudad de Mexico," 6,727 ", 67 ,
297,04/11/2022,2022,11,4,A,1,TMK,62,, 909 , 95 ,
298,30/11/2022,2022,11,30,A,1,TMK,39,Baja California," 4,242 "," 4,830 ",
299,04/10/2022,2022,10,4,A,1,ONLINE,37,," 1,212 ", 12 ,
