ID,DT_Dec,Year_Dec,Month_Dec,Day_Dec,DEC,Flag_Approved,Channel,Age,State,Income,Spend @M4,
27893,19/07/2022,2022,7,19,A,1,ONLINE,41,Estado de Mexico," 3,030 "," 2,112 ",
27894,05/07/2022,2022,7,5,A,1,TMK,46,," 3,333 "," 1,085 ",
27895,15/07/2022,2022,7,15,A,1,ONLINE,41,Queretaro," 4,848 "," 3,459 ",
27896,05/07/2022,2022,7,5,A,1,ONLINE,51,," 1,515 ", 605 ,
27897,15/07/2022,2022,7,15,A,1,ONLINE,51,Chihuahua," 1,818 ", 788 ,
27898,15/07/2022,2022,7,15,A,1,ONLINE,36,Ciudad de Mexico," 3,030 ", 825 ,
27899,05/07/2022,2022,7,5,A,1,TMK,46,," 3,333 "," 3,750 ",
27900,05/07/2022,2022,7,5,A,1,TMK,64,," 2,303 "," 1,430 ",
27901,15/07/2022,2022,7,15,A,1,ONLINE,34,Queretaro," 2,100 "," 1,863 ",
27902,15/07/2022,2022,7,15,A,1,ONLINE,43,Jalisco," 3,474 "," 5,415 ",
27903,05/07/2022,2022,7,5,A,1,ONLINE,45,," 1,273 ", 412 ,
27904,05/07/2022,2022,7,5,A,1,ONLINE,47,," 1,030 "," 2,138 ",
27905,15/07/2022,2022,7,15,A,1,ONLINE,52,Nuevo Leon," 2,121 "," 1,279 ",
27906,19/07/2022,2022,7,19,A,1,TMK,33,Jalisco," 3,939 ", 888 ,
27907,25/07/2022,2022,7,25,A,1,ONLINE,38,Ciudad de Mexico," 1,818 "," 1,891 ",
27908,17/06/2022,2022,6,17,A,1,TMK,48,Quintana Roo," 5,758 "," 4,686 ",
27909,19/07/2022,2022,7,19,A,1,ONLINE,38,Jalisco," 2,424 "," 1,191 ",
27910,05/07/2022,2022,7,5,A,1,ONLINE,44,," 1,818 "," 2,050 ",
27911,15/07/2022,2022,7,15,A,1,ONLINE,48,Ciudad de Mexico," 1,212 ", 706 ,
27912,19/07/2022,2022,7,19,A,1,ONLINE,38,Ciudad de Mexico," 2,545 "," 4,525 ",
27913,05/07/2022,2022,7,5,A,1,ONLINE,39,," 3,636 "," 5,599 ",
27914,25/07/2022,2022,7,25,A,1,ONLINE,84,Ciudad de Mexico," 2,727 "," 6,579 ",
27915,05/07/2022,2022,7,5,A,1,ONLINE,35,," 2,424 "," 2,410 ",
27916,15/07/2022,2022,7,15,A,1,ONLINE,38,Ciudad de Mexico," 3,333 "," 2,031 ",
27917,15/07/2022,2022,7,15,A,1,ONLINE,34,Jalisco, 909 ," 1,516 ",
27918,05/07/2022,2022,7,5,A,1,ONLINE,46,," 3,939 "," 3,796 ",
27919,15/07/2022,2022,7,15,A,1,ONLINE,44,Estado de Mexico," 1,030 "," 1,088 ",
27920,25/07/2022,2022,7,25,A,1,ONLINE,43,Ciudad de Mexico," 1,212 "," 2,365 ",
27921,15/07/2022,2022,7,15,A,1,ONLINE,48,Ciudad de Mexico, 909 ," 1,284 ",
27922,25/07/2022,2022,7,25,A,1,ONLINE,37,Zacatecas, 970 , 298 ,
27923,19/07/2022,2022,7,19,A,1,ONLINE,86,Ciudad de Mexico," 1,939 ", 566 ,
27924,25/07/2022,2022,7,25,A,1,ONLINE,34,Estado de Mexico, 970 , 491 ,
27925,05/07/2022,2022,7,5,A,1,ONLINE,39,," 3,152 "," 3,146 ",
27926,15/07/2022,2022,7,15,A,1,ONLINE,80,Ciudad de Mexico," 7,273 "," 23,152 ",
27927,19/07/2022,2022,7,19,A,1,ONLINE,38,Jalisco," 1,515 ", 670 ,
27928,25/07/2022,2022,7,25,A,1,ONLINE,34,Ciudad de Mexico," 1,212 ", 933 ,
27929,25/07/2022,2022,7,25,A,1,ONLINE,48,Estado de Mexico," 2,424 "," 9,277 ",
27930,15/07/2022,2022,7,15,A,1,ONLINE,42,Tamaulipas," 2,424 "," 8,543 ",
27931,25/07/2022,2022,7,25,A,1,ONLINE,41,Baja California Sur," 2,242 "," 4,867 ",
27932,19/07/2022,2022,7,19,A,1,TMK,58,Chiapas," 4,242 "," 1,689 ",
27933,05/07/2022,2022,7,5,A,1,ONLINE,35,," 1,697 "," 1,085 ",
27934,05/07/2022,2022,7,5,A,1,ONLINE,48,," 3,636 "," 7,569 ",
27935,24/05/2022,2022,5,24,A,1,ONLINE,62,Colima," 2,727 "," 1,940 ",
27936,12/06/2022,2022,6,12,A,1,TMK,48,Baja California," 2,364 "," 11,595 ",
27937,19/07/2022,2022,7,19,A,1,TMK,65,Ciudad de Mexico," 42,424 "," 4,534 ",
27938,19/07/2022,2022,7,19,A,1,TMK,42,Queretaro," 5,758 "," 8,578 ",
27939,15/07/2022,2022,7,15,A,1,TMK,60,Campeche," 2,424 "," 2,079 ",
27940,25/07/2022,2022,7,25,A,1,ONLINE,35,Jalisco, 909 ," 3,869 ",
27941,05/07/2022,2022,7,5,A,1,ONLINE,49,," 4,061 "," 5,654 ",
27942,05/07/2022,2022,7,5,A,1,ONLINE,49,," 2,788 ", 848 ,
27943,15/07/2022,2022,7,15,A,1,ONLINE,57,Ciudad de Mexico," 15,152 "," 22,840 ",
27944,19/07/2022,2022,7,19,A,1,TMK,43,Ciudad de Mexico," 4,848 "," 2,876 ",
27945,25/07/2022,2022,7,25,A,1,ONLINE,53,Ciudad de Mexico," 3,030 "," 2,741 ",
27946,05/07/2022,2022,7,5,A,1,TMK,42,," 4,242 "," 13,239 ",
27947,15/07/2022,2022,7,15,A,1,ONLINE,39,Yucatan," 2,121 "," 1,214 ",
27948,25/07/2022,2022,7,25,A,1,ONLINE,45,Ciudad de Mexico," 9,091 "," 1,193 ",
27949,25/07/2022,2022,7,25,A,1,ONLINE,73,Ciudad de Mexico," 60,606 "," 3,279 ",
27950,19/07/2022,2022,7,19,A,1,TMK,45,Chihuahua," 3,636 "," 7,605 ",
27951,25/07/2022,2022,7,25,A,1,ONLINE,33,Quintana Roo, 909 , 332 ,
27952,15/07/2022,2022,7,15,A,1,ONLINE,39,Puebla," 1,818 "," 2,040 ",
27953,19/07/2022,2022,7,19,A,1,ONLINE,61,Estado de Mexico," 1,212 ", 177 ,
27954,15/07/2022,2022,7,15,A,1,ONLINE,36,Veracruz de Ignacio de la Llave, 909 ," 3,012 ",
27955,25/07/2022,2022,7,25,A,1,ONLINE,57,Queretaro," 3,333 "," 1,398 ",
27956,05/07/2022,2022,7,5,A,1,TMK,40,Chihuahua," 1,758 "," 1,634 ",
27957,15/07/2022,2022,7,15,A,1,ONLINE,61,Queretaro," 1,636 ", 667 ,
27958,19/07/2022,2022,7,19,A,1,TMK,44,Puebla," 5,758 "," 1,120 ",
27959,15/07/2022,2022,7,15,A,1,ONLINE,39,Ciudad de Mexico," 2,545 "," 5,580 ",
27960,15/07/2022,2022,7,15,A,1,ONLINE,35,Queretaro, 970 ," 1,904 ",
27961,05/07/2022,2022,7,5,A,1,TMK,47,Chihuahua," 4,121 ", 702 ,
27962,25/07/2022,2022,7,25,A,1,ONLINE,42,Queretaro," 6,061 "," 3,579 ",
27963,05/07/2022,2022,7,5,A,1,TMK,42,Ciudad de Mexico," 1,758 ", 966 ,
27964,05/07/2022,2022,7,5,A,1,TMK,31,Jalisco," 1,758 "," 1,574 ",
27965,15/07/2022,2022,7,15,A,1,ONLINE,52,Ciudad de Mexico," 1,818 "," 8,843 ",
27966,15/07/2022,2022,7,15,A,1,ONLINE,35,Veracruz de Ignacio de la Llave, 909 ," 2,144 ",
27967,19/07/2022,2022,7,19,A,1,TMK,49,Ciudad de Mexico," 7,273 "," 19,402 ",
27968,19/07/2022,2022,7,19,A,1,TMK,32,Veracruz de Ignacio de la Llave," 3,636 "," 1,225 ",
27969,25/07/2022,2022,7,25,A,1,ONLINE,40,Veracruz de Ignacio de la Llave," 1,212 ", 210 ,
27970,15/07/2022,2022,7,15,A,1,ONLINE,41,Michoacan de Ocampo," 1,212 ", 388 ,
27971,19/07/2022,2022,7,19,A,1,TMK,40,Ciudad de Mexico," 2,121 "," 3,966 ",
27972,05/07/2022,2022,7,5,A,1,TMK,46,Tabasco," 1,212 ", 287 ,
27973,15/07/2022,2022,7,15,A,1,ONLINE,44,Chihuahua," 1,333 "," 1,126 ",
27974,25/07/2022,2022,7,25,A,1,ONLINE,68,Jalisco," 4,242 "," 2,754 ",
27975,05/07/2022,2022,7,5,A,1,TMK,40,Chihuahua," 1,636 "," 1,005 ",
27976,17/06/2022,2022,6,17,A,1,TMK,61,Guanajuato," 5,455 "," 1,435 ",
27977,19/07/2022,2022,7,19,A,1,TMK,49,Ciudad de Mexico," 1,818 "," 7,633 ",
27978,19/07/2022,2022,7,19,A,1,TMK,43,Ciudad de Mexico," 2,424 "," 1,688 ",
27979,25/07/2022,2022,7,25,A,1,ONLINE,39,Estado de Mexico," 9,091 "," 1,379 ",
27980,05/07/2022,2022,7,5,A,1,TMK,68,Sonora," 1,455 "," 1,315 ",
27981,15/06/2022,2022,6,15,A,1,ONLINE,36,Ciudad de Mexico," 3,000 "," 2,464 ",
27982,15/07/2022,2022,7,15,A,1,ONLINE,45,Veracruz de Ignacio de la Llave," 3,333 "," 2,373 ",
27983,15/07/2022,2022,7,15,A,1,ONLINE,39,Estado de Mexico," 1,212 ", 668 ,
27984,02/06/2022,2022,6,2,A,1,TMK,36,, 909 , 545 ,
27985,25/07/2022,2022,7,25,A,1,ONLINE,41,Jalisco," 2,545 "," 7,418 ",
27986,05/07/2022,2022,7,5,A,1,TMK,35,Puebla," 2,364 "," 3,420 ",
27987,19/07/2022,2022,7,19,A,1,TMK,36,Estado de Mexico," 1,818 ", 193 ,
27988,05/07/2022,2022,7,5,A,1,TMK,35,Queretaro," 3,939 "," 1,152 ",
27989,15/07/2022,2022,7,15,A,1,ONLINE,76,Ciudad de Mexico," 1,121 "," 1,029 ",
27990,02/06/2022,2022,6,2,A,1,TMK,48,," 6,061 "," 4,506 ",
27991,19/07/2022,2022,7,19,A,1,ONLINE,34,Jalisco," 1,055 ", 881 ,
27992,25/07/2022,2022,7,25,A,1,ONLINE,38,Chihuahua," 2,121 ", 583 ,
27993,15/07/2022,2022,7,15,A,1,ONLINE,37,Estado de Mexico," 1,818 "," 3,270 ",
27994,25/07/2022,2022,7,25,A,1,ONLINE,39,Ciudad de Mexico," 4,606 "," 2,669 ",
27995,09/06/2022,2022,6,9,A,1,TMK,46,Jalisco," 1,818 "," 2,434 ",
27996,19/07/2022,2022,7,19,A,1,TMK,49,Ciudad de Mexico," 2,121 "," 1,685 ",
27997,25/07/2022,2022,7,25,A,1,ONLINE,32,Jalisco," 1,030 ", 788 ,
27998,19/07/2022,2022,7,19,A,1,ONLINE,40,Colima," 2,424 "," 2,297 ",
27999,19/07/2022,2022,7,19,A,1,TMK,37,Estado de Mexico," 2,727 ", 880 ,
28000,15/07/2022,2022,7,15,A,1,ONLINE,39,Quintana Roo," 4,848 "," 4,669 ",
28001,15/07/2022,2022,7,15,A,1,ONLINE,37,Aguascalientes," 1,818 "," 1,128 ",
28002,19/07/2022,2022,7,19,A,1,TMK,37,Ciudad de Mexico," 1,818 "," 2,827 ",
28003,09/06/2022,2022,6,9,A,1,TMK,39,Sonora," 3,030 "," 2,935 ",
28004,15/07/2022,2022,7,15,A,1,ONLINE,43,Yucatan," 3,030 "," 1,716 ",
28005,19/07/2022,2022,7,19,A,1,ONLINE,37,Queretaro," 3,636 "," 8,760 ",
28006,05/07/2022,2022,7,5,A,1,TMK,52,," 2,121 "," 5,908 ",
28007,05/07/2022,2022,7,5,A,1,F2F_Channel,51,," 5,758 "," 9,457 ",
28008,15/07/2022,2022,7,15,A,1,ONLINE,45,," 6,061 "," 3,482 ",
28009,05/07/2022,2022,7,5,A,1,TMK,41,Jalisco," 1,758 ", 714 ,
28010,19/07/2022,2022,7,19,A,1,TMK,40,Baja California," 1,515 "," 1,368 ",
28011,05/07/2022,2022,7,5,A,1,ONLINE,39,," 6,061 "," 2,993 ",
28012,25/07/2022,2022,7,25,A,1,ONLINE,41,Sonora," 3,454 "," 12,464 ",
28013,15/07/2022,2022,7,15,A,1,ONLINE,51,Jalisco," 18,182 "," 10,972 ",
28014,05/07/2022,2022,7,5,A,1,ONLINE,45,," 1,515 "," 1,028 ",
28015,05/07/2022,2022,7,5,A,1,ONLINE,34,," 1,176 "," 2,216 ",
28016,25/07/2022,2022,7,25,A,1,ONLINE,35,Jalisco," 1,879 "," 3,992 ",
28017,02/06/2022,2022,6,2,A,1,TMK,46,Estado de Mexico," 11,515 "," 2,283 ",
28018,25/07/2022,2022,7,25,A,1,ONLINE,36,Estado de Mexico, 923 , 424 ,
28019,05/07/2022,2022,7,5,A,1,TMK,43,," 3,030 "," 1,449 ",
28020,15/07/2022,2022,7,15,A,1,ONLINE,33,Nuevo Leon," 1,273 ", 959 ,
28021,20/07/2022,2022,7,20,A,1,ONLINE,43,," 2,424 "," 2,437 ",
28022,05/07/2022,2022,7,5,A,1,ONLINE,34,," 1,879 "," 3,798 ",
28023,25/07/2022,2022,7,25,A,1,ONLINE,45,Ciudad de Mexico," 1,818 "," 3,187 ",
28024,20/07/2022,2022,7,20,A,1,ONLINE,40,Jalisco," 2,121 "," 3,513 ",
28025,15/07/2022,2022,7,15,A,1,TMK,40,Guanajuato," 3,636 "," 1,259 ",
28026,20/07/2022,2022,7,20,A,1,ONLINE,35,Michoacan de Ocampo," 3,636 "," 2,553 ",
28027,25/07/2022,2022,7,25,A,1,ONLINE,36,Ciudad de Mexico, 909 , 926 ,
28028,11/07/2022,2022,7,11,A,1,TMK,37,Hidalgo," 2,303 "," 1,360 ",
28029,05/07/2022,2022,7,5,A,1,ONLINE,36,," 1,273 ", 723 ,
28030,15/07/2022,2022,7,15,A,1,TMK,59,Jalisco," 5,758 "," 1,296 ",
28031,11/07/2022,2022,7,11,A,1,ONLINE,39,Ciudad de Mexico," 1,818 "," 2,450 ",
28032,05/07/2022,2022,7,5,A,1,ONLINE,38,," 2,061 "," 5,124 ",
28033,20/07/2022,2022,7,20,A,1,TMK,38,Estado de Mexico," 4,848 "," 1,279 ",
28034,15/07/2022,2022,7,15,A,1,TMK,45,Estado de Mexico," 4,242 "," 1,081 ",
28035,05/07/2022,2022,7,5,A,1,ONLINE,36,," 1,818 "," 2,181 ",
28036,25/07/2022,2022,7,25,A,1,TMK,43,Baja California Sur," 2,424 "," 3,173 ",
28037,05/07/2022,2022,7,5,A,1,ONLINE,66,," 1,212 "," 1,082 ",
28038,09/06/2022,2022,6,9,A,1,ONLINE,38,Jalisco," 1,152 ", 474 ,
28039,11/07/2022,2022,7,11,A,1,ONLINE,33,Baja California Sur, 909 ," 2,172 ",
28040,20/07/2022,2022,7,20,A,1,ONLINE,37,Queretaro," 1,879 "," 2,649 ",
28041,11/07/2022,2022,7,11,A,1,ONLINE,34,Estado de Mexico," 2,121 "," 2,889 ",
28042,15/07/2022,2022,7,15,A,1,TMK,52,Puebla," 3,030 ", 664 ,
28043,20/07/2022,2022,7,20,A,1,ONLINE,35,Ciudad de Mexico," 2,727 "," 4,191 ",
28044,15/07/2022,2022,7,15,A,1,TMK,57,Oaxaca," 3,030 "," 1,230 ",
28045,15/07/2022,2022,7,15,A,1,TMK,35,Guanajuato," 1,515 ", 609 ,
28046,20/07/2022,2022,7,20,A,1,ONLINE,59,Ciudad de Mexico," 7,273 "," 6,295 ",
28047,11/07/2022,2022,7,11,A,1,ONLINE,60,Ciudad de Mexico, 970 ," 1,199 ",
28048,18/06/2022,2022,6,18,A,1,ONLINE,37,Estado de Mexico," 3,030 ", 610 ,
28049,25/07/2022,2022,7,25,A,1,ONLINE,34,Baja California, 909 , 916 ,
28050,11/07/2022,2022,7,11,A,1,ONLINE,49,Yucatan," 1,818 "," 3,324 ",
28051,20/06/2022,2022,6,20,A,1,ONLINE,35,Ciudad de Mexico," 1,515 "," 6,319 ",
28052,25/07/2022,2022,7,25,A,1,ONLINE,57,Guanajuato," 3,030 "," 3,012 ",
28053,05/07/2022,2022,7,5,A,1,ONLINE,56,," 1,455 "," 4,634 ",
28054,25/07/2022,2022,7,25,A,1,ONLINE,44,Estado de Mexico," 2,000 ", 204 ,
28055,11/07/2022,2022,7,11,A,1,ONLINE,45,Tamaulipas," 3,030 "," 9,098 ",
28056,05/07/2022,2022,7,5,A,1,ONLINE,30,Sonora, 909 ," 2,533 ",
28057,11/07/2022,2022,7,11,A,1,ONLINE,32,Jalisco," 1,212 "," 2,598 ",
28058,20/07/2022,2022,7,20,A,1,TMK,71,Veracruz de Ignacio de la Llave," 5,152 "," 1,142 ",
28059,25/07/2022,2022,7,25,A,1,ONLINE,48,Ciudad de Mexico," 3,576 "," 2,942 ",
28060,20/07/2022,2022,7,20,A,1,ONLINE,42,Jalisco," 2,424 "," 3,056 ",
28061,05/07/2022,2022,7,5,A,1,TMK,34,," 2,909 ", 242 ,
28062,25/07/2022,2022,7,25,A,1,ONLINE,38,Ciudad de Mexico," 2,000 "," 3,155 ",
28063,15/07/2022,2022,7,15,A,1,TMK,36,Nuevo Leon," 4,848 "," 3,859 ",
28064,20/07/2022,2022,7,20,A,1,ONLINE,39,Estado de Mexico," 1,818 "," 1,050 ",
28065,07/07/2022,2022,7,7,A,1,ONLINE,53,," 6,061 "," 7,788 ",
28066,25/07/2022,2022,7,25,A,1,ONLINE,40,Ciudad de Mexico," 1,939 "," 2,685 ",
28067,20/07/2022,2022,7,20,A,1,ONLINE,33,Nuevo Leon," 1,212 "," 3,574 ",
28068,11/07/2022,2022,7,11,A,1,ONLINE,40,Ciudad de Mexico," 2,970 "," 10,859 ",
28069,15/07/2022,2022,7,15,A,1,TMK,35,Veracruz de Ignacio de la Llave, 909 , 315 ,
28070,05/07/2022,2022,7,5,A,1,ONLINE,62,Estado de Mexico," 1,212 "," 1,697 ",
28071,15/07/2022,2022,7,15,A,1,TMK,53,Quintana Roo," 1,939 "," 2,902 ",
28072,25/07/2022,2022,7,25,A,1,ONLINE,54,Estado de Mexico," 3,030 "," 1,126 ",
28073,05/07/2022,2022,7,5,A,1,ONLINE,43,Ciudad de Mexico," 1,212 ", 308 ,
28074,15/06/2022,2022,6,15,A,1,TMK,39,Puebla, 909 , 695 ,
28075,20/06/2022,2022,6,20,A,1,ONLINE,49,Baja California," 4,848 ", 764 ,
28076,05/07/2022,2022,7,5,A,1,TMK,37,Morelos," 1,455 "," 1,725 ",
28077,07/07/2022,2022,7,7,A,1,TMK,75,," 1,818 ", 186 ,
28078,11/07/2022,2022,7,11,A,1,ONLINE,40,Quintana Roo," 2,318 "," 1,498 ",
28079,05/07/2022,2022,7,5,A,1,ONLINE,38,, 970 ," 1,126 ",
28080,11/07/2022,2022,7,11,A,1,ONLINE,36,Tabasco," 1,818 "," 2,577 ",
28081,07/07/2022,2022,7,7,A,1,ONLINE,36,Estado de Mexico," 1,515 "," 1,548 ",
28082,15/07/2022,2022,7,15,A,1,TMK,44,Nuevo Leon," 3,636 "," 3,283 ",
28083,20/07/2022,2022,7,20,A,1,ONLINE,70,Veracruz de Ignacio de la Llave," 2,727 "," 12,978 ",
28084,15/07/2022,2022,7,15,A,1,TMK,54,Guerrero," 1,818 ", 186 ,
28085,05/07/2022,2022,7,5,A,1,ONLINE,42,Michoacan de Ocampo," 1,212 "," 3,374 ",
28086,07/07/2022,2022,7,7,A,1,ONLINE,36,Queretaro, 909 ," 3,516 ",
28087,15/07/2022,2022,7,15,A,1,TMK,53,Jalisco," 1,818 "," 3,158 ",
28088,25/07/2022,2022,7,25,A,1,ONLINE,35,Nuevo Leon," 1,333 "," 2,197 ",
28089,05/07/2022,2022,7,5,A,1,ONLINE,38,," 3,636 "," 2,365 ",
28090,07/07/2022,2022,7,7,A,1,ONLINE,41,," 4,848 "," 5,449 ",
28091,05/07/2022,2022,7,5,A,1,TMK,55,Ciudad de Mexico," 2,424 ", 644 ,
28092,11/07/2022,2022,7,11,A,1,ONLINE,41,Estado de Mexico," 18,182 "," 1,430 ",
28093,15/07/2022,2022,7,15,A,1,TMK,39,Hidalgo," 1,515 ", 445 ,
28094,25/07/2022,2022,7,25,A,1,ONLINE,60,Yucatan," 4,091 "," 3,892 ",
28095,15/06/2022,2022,6,15,A,1,TMK,36,Yucatan," 2,424 "," 2,648 ",
28096,15/07/2022,2022,7,15,A,1,TMK,38,Nuevo Leon," 5,758 "," 6,093 ",
28097,11/07/2022,2022,7,11,A,1,ONLINE,32,Chihuahua," 1,818 "," 1,480 ",
28098,25/07/2022,2022,7,25,A,1,ONLINE,42,Ciudad de Mexico," 1,458 "," 3,648 ",
28099,05/07/2022,2022,7,5,A,1,ONLINE,31,Michoacan de Ocampo," 2,121 ", 708 ,
28100,20/07/2022,2022,7,20,A,1,ONLINE,40,Estado de Mexico," 1,939 "," 1,847 ",
28101,05/07/2022,2022,7,5,A,1,ONLINE,63,," 6,061 "," 2,689 ",
28102,20/07/2022,2022,7,20,A,1,ONLINE,32,," 1,212 ", 428 ,
28103,11/07/2022,2022,7,11,A,1,ONLINE,38,Yucatan," 4,364 ", 805 ,
28104,05/07/2022,2022,7,5,A,1,ONLINE,42,," 4,848 "," 12,078 ",
28105,25/07/2022,2022,7,25,A,1,ONLINE,47,Estado de Mexico," 2,121 "," 2,011 ",
28106,05/07/2022,2022,7,5,A,1,ONLINE,35,," 1,939 "," 2,673 ",
28107,15/07/2022,2022,7,15,A,1,ONLINE,34,Morelos," 1,515 "," 2,017 ",
28108,15/07/2022,2022,7,15,A,1,ONLINE,39,Durango," 1,818 ", 305 ,
28109,20/07/2022,2022,7,20,A,1,ONLINE,45,Nuevo Leon," 4,242 "," 11,040 ",
28110,05/07/2022,2022,7,5,A,1,TMK,60,Quintana Roo," 1,939 "," 4,374 ",
28111,15/07/2022,2022,7,15,A,1,ONLINE,35,Sinaloa," 1,333 "," 1,209 ",
28112,05/07/2022,2022,7,5,A,1,ONLINE,38,Sonora," 2,121 "," 3,158 ",
28113,20/07/2022,2022,7,20,A,1,ONLINE,53,Puebla," 3,333 ", 956 ,
28114,03/06/2022,2022,6,3,A,1,TMK,42,Quintana Roo," 4,242 "," 12,284 ",
28115,15/07/2022,2022,7,15,A,1,ONLINE,34,Coahuila de Zaragoza, 933 ," 5,580 ",
28116,20/07/2022,2022,7,20,A,1,ONLINE,35,Jalisco," 2,424 "," 6,264 ",
28117,07/07/2022,2022,7,7,A,1,ONLINE,46,," 2,727 "," 2,430 ",
28118,15/07/2022,2022,7,15,A,1,ONLINE,32,Guanajuato," 1,030 "," 2,067 ",
28119,25/07/2022,2022,7,25,A,1,ONLINE,36,Estado de Mexico," 3,030 "," 3,562 ",
28120,05/07/2022,2022,7,5,A,1,ONLINE,43,Chihuahua," 1,333 ", 357 ,
28121,15/07/2022,2022,7,15,A,1,ONLINE,40,Estado de Mexico," 3,636 "," 1,767 ",
28122,05/07/2022,2022,7,5,A,1,ONLINE,37,Jalisco, 909 , 980 ,
28123,07/07/2022,2022,7,7,A,1,ONLINE,34,Nuevo Leon," 1,636 "," 1,397 ",
28124,07/07/2022,2022,7,7,A,1,ONLINE,50,Queretaro," 1,818 "," 3,696 ",
28125,20/06/2022,2022,6,20,A,1,ONLINE,41,Ciudad de Mexico," 1,273 ", 764 ,
28126,20/07/2022,2022,7,20,A,1,ONLINE,35,Baja California," 2,015 "," 4,158 ",
28127,05/07/2022,2022,7,5,A,1,ONLINE,37,Estado de Mexico," 1,212 "," 1,816 ",
28128,05/07/2022,2022,7,5,A,1,ONLINE,38,Queretaro," 1,030 ", 823 ,
28129,15/07/2022,2022,7,15,A,1,ONLINE,36,Jalisco," 1,091 "," 1,254 ",
28130,07/07/2022,2022,7,7,A,1,ONLINE,39,, 909 ," 2,720 ",
28131,05/07/2022,2022,7,5,A,1,ONLINE,38,," 1,818 ", 922 ,
28132,07/07/2022,2022,7,7,A,1,ONLINE,41,," 1,758 "," 1,376 ",
28133,15/07/2022,2022,7,15,A,1,ONLINE,43,San Luis Potosi," 1,212 "," 2,836 ",
28134,07/07/2022,2022,7,7,A,1,TMK,44,Aguascalientes," 1,273 "," 1,355 ",
28135,15/07/2022,2022,7,15,A,1,ONLINE,38,Ciudad de Mexico," 3,636 "," 3,667 ",
28136,05/07/2022,2022,7,5,A,1,ONLINE,39,Ciudad de Mexico," 3,152 "," 1,812 ",
28137,07/07/2022,2022,7,7,A,1,ONLINE,63,Nuevo Leon," 2,818 "," 7,385 ",
28138,20/07/2022,2022,7,20,A,1,ONLINE,41,Sinaloa," 1,091 "," 1,161 ",
28139,07/07/2022,2022,7,7,A,1,ONLINE,31,Estado de Mexico," 1,818 ", 925 ,
28140,15/07/2022,2022,7,15,A,1,ONLINE,37,Estado de Mexico," 1,818 "," 1,603 ",
28141,05/07/2022,2022,7,5,A,1,ONLINE,37,Ciudad de Mexico," 1,939 "," 1,072 ",
28142,15/07/2022,2022,7,15,A,1,ONLINE,35,Campeche," 1,030 "," 2,061 ",
28143,20/07/2022,2022,7,20,A,1,ONLINE,53,Puebla," 1,515 ", 320 ,
28144,05/07/2022,2022,7,5,A,1,ONLINE,37,Nuevo Leon, 909 ," 2,415 ",
28145,11/07/2022,2022,7,11,A,1,ONLINE,37,Ciudad de Mexico," 1,152 ", 728 ,
28146,20/07/2022,2022,7,20,A,1,ONLINE,45,Ciudad de Mexico," 3,030 "," 7,540 ",
28147,20/07/2022,2022,7,20,A,1,ONLINE,37,Jalisco," 2,000 "," 3,754 ",
28148,05/07/2022,2022,7,5,A,1,ONLINE,44,Nuevo Leon," 1,333 "," 1,193 ",
28149,07/07/2022,2022,7,7,A,1,TMK,66,," 3,636 ", 177 ,
28150,03/06/2022,2022,6,3,A,1,ONLINE,43,," 4,545 "," 3,613 ",
28151,07/07/2022,2022,7,7,A,1,ONLINE,37,Guerrero," 1,007 ", 529 ,
28152,15/07/2022,2022,7,15,A,1,TMK,71,Estado de Mexico," 1,758 ", 164 ,
28153,20/07/2022,2022,7,20,A,1,ONLINE,37,Chihuahua," 2,335 "," 1,745 ",
28154,20/07/2022,2022,7,20,A,1,ONLINE,52,Nuevo Leon," 4,848 "," 8,223 ",
28155,05/07/2022,2022,7,5,A,1,ONLINE,71,, 909 ," 4,056 ",
28156,15/07/2022,2022,7,15,A,1,TMK,40,Chihuahua," 3,636 "," 3,103 ",
28157,18/06/2022,2022,6,18,A,1,TMK,73,Jalisco," 3,333 "," 4,280 ",
28158,05/07/2022,2022,7,5,A,1,ONLINE,34,Yucatan, 909 ," 1,991 ",
28159,22/07/2022,2022,7,22,A,1,ONLINE,44,Puebla," 12,121 "," 8,046 ",
28160,05/07/2022,2022,7,5,A,1,ONLINE,35,Hidalgo," 1,121 "," 1,220 ",
28161,20/07/2022,2022,7,20,A,1,ONLINE,56,Jalisco," 3,636 "," 7,278 ",
28162,22/07/2022,2022,7,22,A,1,ONLINE,34,Ciudad de Mexico," 1,212 "," 2,377 ",
28163,05/07/2022,2022,7,5,A,1,ONLINE,39,Ciudad de Mexico," 2,121 "," 5,305 ",
28164,07/07/2022,2022,7,7,A,1,ONLINE,38,," 1,091 "," 3,359 ",
28165,05/07/2022,2022,7,5,A,1,ONLINE,42,Coahuila de Zaragoza," 1,818 "," 3,533 ",
28166,07/07/2022,2022,7,7,A,1,ONLINE,43,," 3,550 ", 184 ,
28167,15/07/2022,2022,7,15,A,1,TMK,48,Puebla, 909 , 620 ,
28168,05/07/2022,2022,7,5,A,1,ONLINE,32,Puebla, 909 , 852 ,
28169,05/07/2022,2022,7,5,A,1,ONLINE,35,Coahuila de Zaragoza, 909 , 360 ,
28170,07/07/2022,2022,7,7,A,1,ONLINE,41,," 2,424 "," 1,528 ",
28171,05/07/2022,2022,7,5,A,1,ONLINE,38,Quintana Roo, 909 , 567 ,
28172,15/07/2022,2022,7,15,A,1,TMK,42,Ciudad de Mexico," 2,424 "," 1,648 ",
