Area,Province,ER_Name_Nom_RE,Low_Wage_Salaire_Minium,Median_Wage_Salaire_Median,High_Wage_Salaire_Maximal,Revision_Date_Date_revision
"Producers, directors, choreographers and related occupations",BC,Thompson--Okanagan,,,,2019-11-04
"Producers, directors, choreographers and related occupations",BC,Kootenay,,,,2019-11-04
"Producers, directors, choreographers and related occupations",BC,Cariboo,,,,2019-11-04
"Producers, directors, choreographers and related occupations",BC,North Coast,,,,2019-11-04
"Producers, directors, choreographers and related occupations",BC,Nechako,,,,2019-11-04
"Producers, directors, choreographers and related occupations",BC,Northeast,,,,2019-11-04
"Producers, directors, choreographers and related occupations",YK,Yukon Territory,,,,2019-11-04
"Producers, directors, choreographers and related occupations",NW,Northwest Territories,,,,2019-11-04
"Producers, directors, choreographers and related occupations",NU,Nunavut,,,,2019-11-04
"Conductors, composers and arrangers",NA,National,23899,36099,88017,2019-11-04
"Conductors, composers and arrangers",NL,Newfoundland and Labrador,,,,2019-11-04
"Conductors, composers and arrangers",NL,Avalon Peninsula,,,,2019-11-04
"Conductors, composers and arrangers",NL,South Coast--Burin Peninsula,,,,2019-11-04
"Conductors, composers and arrangers",NL,West Coast--Northern Peninsula--Labrador,,,,2019-11-04
"Conductors, composers and arrangers",NL,Notre Dame--Central Bonavista Bay,,,,2019-11-04
"Conductors, composers and arrangers",PE,Prince Edward Island,,,,2019-11-04
"Conductors, composers and arrangers",NS,Nova Scotia,,,,2019-11-04
"Conductors, composers and arrangers",NS,Cape Breton,,,,2019-11-04
"Conductors, composers and arrangers",NS,North Shore,,,,2019-11-04
"Conductors, composers and arrangers",NS,Annapolis Valley,,,,2019-11-04
"Conductors, composers and arrangers",NS,Southern,,,,2019-11-04
"Conductors, composers and arrangers",NS,Halifax,,,,2019-11-04
"Conductors, composers and arrangers",NB,New Brunswick,,,,2019-11-04
"Conductors, composers and arrangers",NB,Campbellton--Miramichi,,,,2019-11-04
"Conductors, composers and arrangers",NB,Moncton--Richibucto,,,,2019-11-04
"Conductors, composers and arrangers",NB,Saint John--St. Stephen,,,,2019-11-04
"Conductors, composers and arrangers",NB,Fredericton--Oromocto,,,,2019-11-04
"Conductors, composers and arrangers",NB,Edmundston--Woodstock,,,,2019-11-04
"Conductors, composers and arrangers",QC,Québec,,,,2019-11-04
"Conductors, composers and arrangers",QC,Gaspésie--Îles-de-la-Madeleine,,,,2019-11-04
"Conductors, composers and arrangers",QC,Bas-Saint-Laurent,,,,2019-11-04
"Conductors, composers and arrangers",QC,Capitale-Nationale,,,,2019-11-04
"Conductors, composers and arrangers",QC,Chaudière-Appalaches,,,,2019-11-04
"Conductors, composers and arrangers",QC,Estrie,,,,2019-11-04
"Conductors, composers and arrangers",QC,Centre-du-Québec,,,,2019-11-04
"Conductors, composers and arrangers",QC,Montérégie,,,,2019-11-04
"Conductors, composers and arrangers",QC,Montréal,,,,2019-11-04
"Conductors, composers and arrangers",QC,Laval,,,,2019-11-04
"Conductors, composers and arrangers",QC,Lanaudière,,,,2019-11-04
"Conductors, composers and arrangers",QC,Laurentides,,,,2019-11-04
"Conductors, composers and arrangers",QC,Outaouais,,,,2019-11-04
"Conductors, composers and arrangers",QC,Abitibi-Témiscamingue,,,,2019-11-04
"Conductors, composers and arrangers",QC,Mauricie,,,,2019-11-04
"Conductors, composers and arrangers",QC,Saguenay--Lac-Saint-Jean,,,,2019-11-04
"Conductors, composers and arrangers",QC,Côte-Nord,,,,2019-11-04
"Conductors, composers and arrangers",QC,Nord-du-Québec,,,,2019-11-04
"Conductors, composers and arrangers",ON,Ontario,29557,39389,94180,2019-11-04
"Conductors, composers and arrangers",ON,Ottawa,,,,2019-11-04
"Conductors, composers and arrangers",ON,Kingston--Pembroke,,,,2019-11-04
"Conductors, composers and arrangers",ON,Muskoka--Kawarthas,,,,2019-11-04
"Conductors, composers and arrangers",ON,Toronto,,,,2019-11-04
"Conductors, composers and arrangers",ON,Kitchener--Waterloo--Barrie,,,,2019-11-04
"Conductors, composers and arrangers",ON,Hamilton--Niagara Peninsula,,,,2019-11-04
"Conductors, composers and arrangers",ON,London,,,,2019-11-04
"Conductors, composers and arrangers",ON,Windsor--Sarnia,,,,2019-11-04
"Conductors, composers and arrangers",ON,Stratford--Bruce Peninsula,,,,2019-11-04
"Conductors, composers and arrangers",ON,Northeast,,,,2019-11-04
"Conductors, composers and arrangers",ON,Northwest,,,,2019-11-04
"Conductors, composers and arrangers",MB,Manitoba,,,,2019-11-04
"Conductors, composers and arrangers",MB,Southeast,,,,2019-11-04
"Conductors, composers and arrangers",MB,South Central,,,,2019-11-04
"Conductors, composers and arrangers",MB,Southwest,,,,2019-11-04
"Conductors, composers and arrangers",MB,North Central,,,,2019-11-04
"Conductors, composers and arrangers",MB,Winnipeg,,,,2019-11-04
"Conductors, composers and arrangers",MB,Interlake,,,,2019-11-04
"Conductors, composers and arrangers",MB,Parklands,,,,2019-11-04
"Conductors, composers and arrangers",MB,North,,,,2019-11-04
"Conductors, composers and arrangers",SK,Saskatchewan,,,,2019-11-04
"Conductors, composers and arrangers",SK,Regina--Moose Mountain,,,,2019-11-04
"Conductors, composers and arrangers",SK,Swift Current--Moose Jaw,,,,2019-11-04
"Conductors, composers and arrangers",SK,Saskatoon--Biggar,,,,2019-11-04
"Conductors, composers and arrangers",SK,Yorkton--Melville,,,,2019-11-04
"Conductors, composers and arrangers",SK,Prince Albert,,,,2019-11-04
"Conductors, composers and arrangers",SK,Northern,,,,2019-11-04
"Conductors, composers and arrangers",AB,Alberta,,,,2019-11-04
"Conductors, composers and arrangers",AB,Lethbridge--Medicine Hat,,,,2019-11-04
"Conductors, composers and arrangers",AB,Camrose--Drumheller,,,,2019-11-04
"Conductors, composers and arrangers",AB,Calgary,,,,2019-11-04
"Conductors, composers and arrangers",AB,Banff--Jasper--Rocky Mountain House,,,,2019-11-04
"Conductors, composers and arrangers",AB,Red Deer,,,,2019-11-04
"Conductors, composers and arrangers",AB,Edmonton,,,,2019-11-04
"Conductors, composers and arrangers",AB,Athabasca--Grande Prairie--Peace River,,,,2019-11-04
"Conductors, composers and arrangers",AB,Wood Buffalo--Cold Lake,,,,2019-11-04
"Conductors, composers and arrangers",BC,British Columbia,29168,34695,104642,2019-11-04
"Conductors, composers and arrangers",BC,Vancouver Island and Coast,,,,2019-11-04
"Conductors, composers and arrangers",BC,Lower Mainland,,,,2019-11-04
"Conductors, composers and arrangers",BC,Thompson--Okanagan,,,,2019-11-04
"Conductors, composers and arrangers",BC,Kootenay,,,,2019-11-04
"Conductors, composers and arrangers",BC,Cariboo,,,,2019-11-04
"Conductors, composers and arrangers",BC,North Coast,,,,2019-11-04
"Conductors, composers and arrangers",BC,Nechako,,,,2019-11-04
"Conductors, composers and arrangers",BC,Northeast,,,,2019-11-04
"Conductors, composers and arrangers",YK,Yukon Territory,,,,2019-11-04
"Conductors, composers and arrangers",NW,Northwest Territories,,,,2019-11-04
"Conductors, composers and arrangers",NU,Nunavut,,,,2019-11-04
Musicians and singers,NA,National,13.99,20,38.65,2019-11-04
Musicians and singers,NL,Newfoundland and Labrador,,,,2019-11-04
Musicians and singers,NL,Avalon Peninsula,,,,2019-11-04
Musicians and singers,NL,South Coast--Burin Peninsula,,,,2019-11-04
Musicians and singers,NL,West Coast--Northern Peninsula--Labrador,,,,2019-11-04
Musicians and singers,NL,Notre Dame--Central Bonavista Bay,,,,2019-11-04
Musicians and singers,PE,Prince Edward Island,,,,2019-11-04
Musicians and singers,NS,Nova Scotia,,,,2019-11-04
Musicians and singers,NS,Cape Breton,,,,2019-11-04
Musicians and singers,NS,North Shore,,,,2019-11-04
Musicians and singers,NS,Annapolis Valley,,,,2019-11-04
Musicians and singers,NS,Southern,,,,2019-11-04
Musicians and singers,NS,Halifax,,,,2019-11-04
Musicians and singers,NB,New Brunswick,,,,2019-11-04
Musicians and singers,NB,Campbellton--Miramichi,,,,2019-11-04
Musicians and singers,NB,Moncton--Richibucto,,,,2019-11-04
Musicians and singers,NB,Saint John--St. Stephen,,,,2019-11-04
Musicians and singers,NB,Fredericton--Oromocto,,,,2019-11-04
Musicians and singers,NB,Edmundston--Woodstock,,,,2019-11-04
Musicians and singers,QC,Québec,15,20.33,34.69,2019-11-04
Musicians and singers,QC,Gaspésie--Îles-de-la-Madeleine,,,,2019-11-04
Musicians and singers,QC,Bas-Saint-Laurent,,,,2019-11-04
Musicians and singers,QC,Capitale-Nationale,15,20.33,34.69,2019-11-04
Musicians and singers,QC,Chaudière-Appalaches,,,,2019-11-04
Musicians and singers,QC,Estrie,,,,2019-11-04
Musicians and singers,QC,Centre-du-Québec,,,,2019-11-04
Musicians and singers,QC,Montérégie,,,,2019-11-04
Musicians and singers,QC,Montréal,15,20.33,34.69,2019-11-04
Musicians and singers,QC,Laval,,,,2019-11-04
Musicians and singers,QC,Lanaudière,,,,2019-11-04
Musicians and singers,QC,Laurentides,15,20.33,34.69,2019-11-04
Musicians and singers,QC,Outaouais,,,,2019-11-04
Musicians and singers,QC,Abitibi-Témiscamingue,,,,2019-11-04
Musicians and singers,QC,Mauricie,,,,2019-11-04
Musicians and singers,QC,Saguenay--Lac-Saint-Jean,,,,2019-11-04
Musicians and singers,QC,Côte-Nord,,,,2019-11-04
Musicians and singers,QC,Nord-du-Québec,,,,2019-11-04
Musicians and singers,ON,Ontario,14,18,36.92,2019-11-04
Musicians and singers,ON,Ottawa,,,,2019-11-04
Musicians and singers,ON,Kingston--Pembroke,,,,2019-11-04
Musicians and singers,ON,Muskoka--Kawarthas,,,,2019-11-04
Musicians and singers,ON,Toronto,14,18,36.92,2019-11-04
Musicians and singers,ON,Kitchener--Waterloo--Barrie,,,,2019-11-04
Musicians and singers,ON,Hamilton--Niagara Peninsula,,,,2019-11-04
Musicians and singers,ON,London,,,,2019-11-04
Musicians and singers,ON,Windsor--Sarnia,,,,2019-11-04
Musicians and singers,ON,Stratford--Bruce Peninsula,,,,2019-11-04
Musicians and singers,ON,Northeast,,,,2019-11-04
Musicians and singers,ON,Northwest,,,,2019-11-04
Musicians and singers,MB,Manitoba,11.65,20,31.43,2019-11-04
Musicians and singers,MB,Southeast,,,,2019-11-04
Musicians and singers,MB,South Central,,,,2019-11-04
Musicians and singers,MB,Southwest,,,,2019-11-04
Musicians and singers,MB,North Central,,,,2019-11-04
Musicians and singers,MB,Winnipeg,11.65,20,31.43,2019-11-04
Musicians and singers,MB,Interlake,,,,2019-11-04
Musicians and singers,MB,Parklands,,,,2019-11-04
Musicians and singers,MB,North,,,,2019-11-04
Musicians and singers,SK,Saskatchewan,,,,2019-11-04
Musicians and singers,SK,Regina--Moose Mountain,,,,2019-11-04
Musicians and singers,SK,Swift Current--Moose Jaw,,,,2019-11-04
Musicians and singers,SK,Saskatoon--Biggar,,,,2019-11-04
Musicians and singers,SK,Yorkton--Melville,,,,2019-11-04
Musicians and singers,SK,Prince Albert,,,,2019-11-04
Musicians and singers,SK,Northern,,,,2019-11-04
Musicians and singers,AB,Alberta,,,,2019-11-04
Musicians and singers,AB,Lethbridge--Medicine Hat,,,,2019-11-04
Musicians and singers,AB,Camrose--Drumheller,,,,2019-11-04
Musicians and singers,AB,Calgary,,,,2019-11-04
Musicians and singers,AB,Banff--Jasper--Rocky Mountain House,,,,2019-11-04
Musicians and singers,AB,Red Deer,,,,2019-11-04
Musicians and singers,AB,Edmonton,,,,2019-11-04
Musicians and singers,AB,Athabasca--Grande Prairie--Peace River,,,,2019-11-04
Musicians and singers,AB,Wood Buffalo--Cold Lake,,,,2019-11-04
Musicians and singers,BC,British Columbia,17.5,30,34.71,2019-11-04
Musicians and singers,BC,Vancouver Island and Coast,17.5,30,34.71,2019-11-04
Musicians and singers,BC,Lower Mainland,17.5,30,34.71,2019-11-04
Musicians and singers,BC,Thompson--Okanagan,,,,2019-11-04
Musicians and singers,BC,Kootenay,,,,2019-11-04
Musicians and singers,BC,Cariboo,,,,2019-11-04
Musicians and singers,BC,North Coast,,,,2019-11-04
Musicians and singers,BC,Nechako,,,,2019-11-04
Musicians and singers,BC,Northeast,,,,2019-11-04
Musicians and singers,YK,Yukon Territory,,,,2019-11-04
Musicians and singers,NW,Northwest Territories,,,,2019-11-04
Musicians and singers,NU,Nunavut,,,,2019-11-04
Dancers,NA,National,17,30,50,2019-11-04
Dancers,NL,Newfoundland and Labrador,,,,2019-11-04
Dancers,NL,Avalon Peninsula,,,,2019-11-04
Dancers,NL,South Coast--Burin Peninsula,,,,2019-11-04
Dancers,NL,West Coast--Northern Peninsula--Labrador,,,,2019-11-04
Dancers,NL,Notre Dame--Central Bonavista Bay,,,,2019-11-04
Dancers,PE,Prince Edward Island,,,,2019-11-04
Dancers,NS,Nova Scotia,,,,2019-11-04
Dancers,NS,Cape Breton,,,,2019-11-04
Dancers,NS,North Shore,,,,2019-11-04
Dancers,NS,Annapolis Valley,,,,2019-11-04
Dancers,NS,Southern,,,,2019-11-04
Dancers,NS,Halifax,,,,2019-11-04
Dancers,NB,New Brunswick,,,,2019-11-04
Dancers,NB,Campbellton--Miramichi,,,,2019-11-04
Dancers,NB,Moncton--Richibucto,,,,2019-11-04
Dancers,NB,Saint John--St. Stephen,,,,2019-11-04
Dancers,NB,Fredericton--Oromocto,,,,2019-11-04
Dancers,NB,Edmundston--Woodstock,,,,2019-11-04
Dancers,QC,Québec,16.25,31,52.96,2019-11-04
Dancers,QC,Gaspésie--Îles-de-la-Madeleine,,,,2019-11-04
Dancers,QC,Bas-Saint-Laurent,,,,2019-11-04
Dancers,QC,Capitale-Nationale,,,,2019-11-04
Dancers,QC,Chaudière-Appalaches,,,,2019-11-04
Dancers,QC,Estrie,,,,2019-11-04
Dancers,QC,Centre-du-Québec,,,,2019-11-04
Dancers,QC,Montérégie,,,,2019-11-04
Dancers,QC,Montréal,12.5,17.5,25,2019-11-04
Dancers,QC,Laval,,,,2019-11-04
Dancers,QC,Lanaudière,,,,2019-11-04
Dancers,QC,Laurentides,,,,2019-11-04
Dancers,QC,Outaouais,,,,2019-11-04
Dancers,QC,Abitibi-Témiscamingue,,,,2019-11-04
Dancers,QC,Mauricie,,,,2019-11-04
Dancers,QC,Saguenay--Lac-Saint-Jean,,,,2019-11-04
Dancers,QC,Côte-Nord,,,,2019-11-04
Dancers,QC,Nord-du-Québec,,,,2019-11-04
Dancers,ON,Ontario,17,28.97,46,2019-11-04
Dancers,ON,Ottawa,,,,2019-11-04
Dancers,ON,Kingston--Pembroke,,,,2019-11-04
Dancers,ON,Muskoka--Kawarthas,,,,2019-11-04
Dancers,ON,Toronto,,,,2019-11-04
Dancers,ON,Kitchener--Waterloo--Barrie,,,,2019-11-04
Dancers,ON,Hamilton--Niagara Peninsula,,,,2019-11-04
Dancers,ON,London,,,,2019-11-04
Dancers,ON,Windsor--Sarnia,,,,2019-11-04
Dancers,ON,Stratford--Bruce Peninsula,,,,2019-11-04
Dancers,ON,Northeast,,,,2019-11-04
Dancers,ON,Northwest,,,,2019-11-04
Dancers,MB,Manitoba,,,,2019-11-04
Dancers,MB,Southeast,,,,2019-11-04
Dancers,MB,South Central,,,,2019-11-04
Dancers,MB,Southwest,,,,2019-11-04
Dancers,MB,North Central,,,,2019-11-04
Dancers,MB,Winnipeg,,,,2019-11-04
Dancers,MB,Interlake,,,,2019-11-04
Dancers,MB,Parklands,,,,2019-11-04
Dancers,MB,North,,,,2019-11-04
Dancers,SK,Saskatchewan,,,,2019-11-04
Dancers,SK,Regina--Moose Mountain,,,,2019-11-04
Dancers,SK,Swift Current--Moose Jaw,,,,2019-11-04
Dancers,SK,Saskatoon--Biggar,,,,2019-11-04
Dancers,SK,Yorkton--Melville,,,,2019-11-04
Dancers,SK,Prince Albert,,,,2019-11-04
Dancers,SK,Northern,,,,2019-11-04
Dancers,AB,Alberta,22.44,30,50,2019-11-04
Dancers,AB,Lethbridge--Medicine Hat,,,,2019-11-04
Dancers,AB,Camrose--Drumheller,,,,2019-11-04
Dancers,AB,Calgary,,,,2019-11-04
Dancers,AB,Banff--Jasper--Rocky Mountain House,,,,2019-11-04
Dancers,AB,Red Deer,,,,2019-11-04
Dancers,AB,Edmonton,,,,2019-11-04
Dancers,AB,Athabasca--Grande Prairie--Peace River,,,,2019-11-04
Dancers,AB,Wood Buffalo--Cold Lake,,,,2019-11-04
Dancers,BC,British Columbia,25,36,43.27,2019-11-04
Dancers,BC,Vancouver Island and Coast,,,,2019-11-04
Dancers,BC,Lower Mainland,,,,2019-11-04
Dancers,BC,Thompson--Okanagan,,,,2019-11-04
Dancers,BC,Kootenay,,,,2019-11-04
Dancers,BC,Cariboo,,,,2019-11-04
Dancers,BC,North Coast,,,,2019-11-04
Dancers,BC,Nechako,,,,2019-11-04
Dancers,BC,Northeast,,,,2019-11-04
Dancers,YK,Yukon Territory,,,,2019-11-04
Dancers,NW,Northwest Territories,,,,2019-11-04
Dancers,NU,Nunavut,,,,2019-11-04
Actors and comedians,NA,National,11.92,18,35,2019-11-04
Actors and comedians,NL,Newfoundland and Labrador,,,,2019-11-04
Actors and comedians,NL,Avalon Peninsula,,,,2019-11-04
Actors and comedians,NL,South Coast--Burin Peninsula,,,,2019-11-04
Actors and comedians,NL,West Coast--Northern Peninsula--Labrador,,,,2019-11-04
Actors and comedians,NL,Notre Dame--Central Bonavista Bay,,,,2019-11-04
Actors and comedians,PE,Prince Edward Island,,,,2019-11-04
Actors and comedians,NS,Nova Scotia,,,,2019-11-04
Actors and comedians,NS,Cape Breton,,,,2019-11-04
Actors and comedians,NS,North Shore,,,,2019-11-04
Actors and comedians,NS,Annapolis Valley,,,,2019-11-04
Actors and comedians,NS,Southern,,,,2019-11-04
Actors and comedians,NS,Halifax,,,,2019-11-04
Actors and comedians,NB,New Brunswick,,,,2019-11-04
Actors and comedians,NB,Campbellton--Miramichi,,,,2019-11-04
Actors and comedians,NB,Moncton--Richibucto,,,,2019-11-04
Actors and comedians,NB,Saint John--St. Stephen,,,,2019-11-04
Actors and comedians,NB,Fredericton--Oromocto,,,,2019-11-04
Actors and comedians,NB,Edmundston--Woodstock,,,,2019-11-04
Actors and comedians,QC,Québec,12.5,23,34.72,2019-11-04
Actors and comedians,QC,Gaspésie--Îles-de-la-Madeleine,,,,2019-11-04
Actors and comedians,QC,Bas-Saint-Laurent,,,,2019-11-04
Actors and comedians,QC,Capitale-Nationale,,,,2019-11-04
Actors and comedians,QC,Chaudière-Appalaches,,,,2019-11-04
Actors and comedians,QC,Estrie,,,,2019-11-04
Actors and comedians,QC,Centre-du-Québec,,,,2019-11-04
Actors and comedians,QC,Montérégie,,,,2019-11-04
Actors and comedians,QC,Montréal,,,,2019-11-04
Actors and comedians,QC,Laval,,,,2019-11-04
Actors and comedians,QC,Lanaudière,,,,2019-11-04
Actors and comedians,QC,Laurentides,,,,2019-11-04
Actors and comedians,QC,Outaouais,,,,2019-11-04
Actors and comedians,QC,Abitibi-Témiscamingue,,,,2019-11-04
Actors and comedians,QC,Mauricie,,,,2019-11-04
Actors and comedians,QC,Saguenay--Lac-Saint-Jean,,,,2019-11-04
Actors and comedians,QC,Côte-Nord,,,,2019-11-04
Actors and comedians,QC,Nord-du-Québec,,,,2019-11-04
Actors and comedians,ON,Ontario,,,,2019-11-04
Actors and comedians,ON,Ottawa,,,,2019-11-04
Actors and comedians,ON,Kingston--Pembroke,,,,2019-11-04
Actors and comedians,ON,Muskoka--Kawarthas,,,,2019-11-04
Actors and comedians,ON,Toronto,,,,2019-11-04
Actors and comedians,ON,Kitchener--Waterloo--Barrie,,,,2019-11-04
Actors and comedians,ON,Hamilton--Niagara Peninsula,,,,2019-11-04
Actors and comedians,ON,London,,,,2019-11-04
Actors and comedians,ON,Windsor--Sarnia,,,,2019-11-04
Actors and comedians,ON,Stratford--Bruce Peninsula,,,,2019-11-04
Actors and comedians,ON,Northeast,,,,2019-11-04
Actors and comedians,ON,Northwest,,,,2019-11-04
Actors and comedians,MB,Manitoba,,,,2019-11-04
Actors and comedians,MB,Southeast,,,,2019-11-04
Actors and comedians,MB,South Central,,,,2019-11-04
Actors and comedians,MB,Southwest,,,,2019-11-04
Actors and comedians,MB,North Central,,,,2019-11-04
Actors and comedians,MB,Winnipeg,,,,2019-11-04
Actors and comedians,MB,Interlake,,,,2019-11-04
Actors and comedians,MB,Parklands,,,,2019-11-04
Actors and comedians,MB,North,,,,2019-11-04
Actors and comedians,SK,Saskatchewan,,,,2019-11-04
Actors and comedians,SK,Regina--Moose Mountain,,,,2019-11-04
Actors and comedians,SK,Swift Current--Moose Jaw,,,,2019-11-04
Actors and comedians,SK,Saskatoon--Biggar,,,,2019-11-04
Actors and comedians,SK,Yorkton--Melville,,,,2019-11-04
Actors and comedians,SK,Prince Albert,,,,2019-11-04
Actors and comedians,SK,Northern,,,,2019-11-04
Actors and comedians,AB,Alberta,,,,2019-11-04
Actors and comedians,AB,Lethbridge--Medicine Hat,,,,2019-11-04
Actors and comedians,AB,Camrose--Drumheller,,,,2019-11-04
Actors and comedians,AB,Calgary,,,,2019-11-04
Actors and comedians,AB,Banff--Jasper--Rocky Mountain House,,,,2019-11-04
Actors and comedians,AB,Red Deer,,,,2019-11-04
Actors and comedians,AB,Edmonton,,,,2019-11-04
Actors and comedians,AB,Athabasca--Grande Prairie--Peace River,,,,2019-11-04
Actors and comedians,AB,Wood Buffalo--Cold Lake,,,,2019-11-04
Actors and comedians,BC,British Columbia,,,,2019-11-04
Actors and comedians,BC,Vancouver Island and Coast,,,,2019-11-04
Actors and comedians,BC,Lower Mainland,,,,2019-11-04
Actors and comedians,BC,Thompson--Okanagan,,,,2019-11-04
Actors and comedians,BC,Kootenay,,,,2019-11-04
Actors and comedians,BC,Cariboo,,,,2019-11-04
Actors and comedians,BC,North Coast,,,,2019-11-04
Actors and comedians,BC,Nechako,,,,2019-11-04
Actors and comedians,BC,Northeast,,,,2019-11-04
Actors and comedians,YK,Yukon Territory,,,,2019-11-04
Actors and comedians,NW,Northwest Territories,,,,2019-11-04
Actors and comedians,NU,Nunavut,,,,2019-11-04
"Painters, sculptors and other visual artists",NA,National,15,25,41.24,2019-11-04
"Painters, sculptors and other visual artists",NL,Newfoundland and Labrador,,,,2019-11-04
"Painters, sculptors and other visual artists",NL,Avalon Peninsula,,,,2019-11-04
"Painters, sculptors and other visual artists",NL,South Coast--Burin Peninsula,,,,2019-11-04
"Painters, sculptors and other visual artists",NL,West Coast--Northern Peninsula--Labrador,,,,2019-11-04
"Painters, sculptors and other visual artists",NL,Notre Dame--Central Bonavista Bay,,,,2019-11-04
"Painters, sculptors and other visual artists",PE,Prince Edward Island,,,,2019-11-04
"Painters, sculptors and other visual artists",NS,Nova Scotia,,,,2019-11-04
"Painters, sculptors and other visual artists",NS,Cape Breton,,,,2019-11-04
"Painters, sculptors and other visual artists",NS,North Shore,,,,2019-11-04
"Painters, sculptors and other visual artists",NS,Annapolis Valley,,,,2019-11-04
"Painters, sculptors and other visual artists",NS,Southern,,,,2019-11-04
"Painters, sculptors and other visual artists",NS,Halifax,,,,2019-11-04
"Painters, sculptors and other visual artists",NB,New Brunswick,,,,2019-11-04
"Painters, sculptors and other visual artists",NB,Campbellton--Miramichi,,,,2019-11-04
"Painters, sculptors and other visual artists",NB,Moncton--Richibucto,,,,2019-11-04
"Painters, sculptors and other visual artists",NB,Saint John--St. Stephen,,,,2019-11-04
"Painters, sculptors and other visual artists",NB,Fredericton--Oromocto,,,,2019-11-04
"Painters, sculptors and other visual artists",NB,Edmundston--Woodstock,,,,2019-11-04
"Painters, sculptors and other visual artists",QC,Québec,15,22.29,36.82,2019-11-04
"Painters, sculptors and other visual artists",QC,Gaspésie--Îles-de-la-Madeleine,,,,2019-11-04
"Painters, sculptors and other visual artists",QC,Bas-Saint-Laurent,,,,2019-11-04
"Painters, sculptors and other visual artists",QC,Capitale-Nationale,,,,2019-11-04
"Painters, sculptors and other visual artists",QC,Chaudière-Appalaches,,,,2019-11-04
"Painters, sculptors and other visual artists",QC,Estrie,,,,2019-11-04
"Painters, sculptors and other visual artists",QC,Centre-du-Québec,,,,2019-11-04
"Painters, sculptors and other visual artists",QC,Montérégie,,,,2019-11-04
"Painters, sculptors and other visual artists",QC,Montréal,,,,2019-11-04
"Painters, sculptors and other visual artists",QC,Laval,,,,2019-11-04
"Painters, sculptors and other visual artists",QC,Lanaudière,,,,2019-11-04
"Painters, sculptors and other visual artists",QC,Laurentides,,,,2019-11-04
"Painters, sculptors and other visual artists",QC,Outaouais,,,,2019-11-04
"Painters, sculptors and other visual artists",QC,Abitibi-Témiscamingue,,,,2019-11-04
"Painters, sculptors and other visual artists",QC,Mauricie,,,,2019-11-04
"Painters, sculptors and other visual artists",QC,Saguenay--Lac-Saint-Jean,,,,2019-11-04
"Painters, sculptors and other visual artists",QC,Côte-Nord,,,,2019-11-04
"Painters, sculptors and other visual artists",QC,Nord-du-Québec,,,,2019-11-04
"Painters, sculptors and other visual artists",ON,Ontario,15,21.47,40.21,2019-11-04
"Painters, sculptors and other visual artists",ON,Ottawa,,,,2019-11-04
"Painters, sculptors and other visual artists",ON,Kingston--Pembroke,,,,2019-11-04
"Painters, sculptors and other visual artists",ON,Muskoka--Kawarthas,,,,2019-11-04
"Painters, sculptors and other visual artists",ON,Toronto,,,,2019-11-04
"Painters, sculptors and other visual artists",ON,Kitchener--Waterloo--Barrie,,,,2019-11-04
"Painters, sculptors and other visual artists",ON,Hamilton--Niagara Peninsula,,,,2019-11-04
"Painters, sculptors and other visual artists",ON,London,,,,2019-11-04
"Painters, sculptors and other visual artists",ON,Windsor--Sarnia,,,,2019-11-04
"Painters, sculptors and other visual artists",ON,Stratford--Bruce Peninsula,,,,2019-11-04
"Painters, sculptors and other visual artists",ON,Northeast,,,,2019-11-04
"Painters, sculptors and other visual artists",ON,Northwest,,,,2019-11-04
"Painters, sculptors and other visual artists",MB,Manitoba,,,,2019-11-04
"Painters, sculptors and other visual artists",MB,Southeast,,,,2019-11-04
"Painters, sculptors and other visual artists",MB,South Central,,,,2019-11-04
"Painters, sculptors and other visual artists",MB,Southwest,,,,2019-11-04
"Painters, sculptors and other visual artists",MB,North Central,,,,2019-11-04
"Painters, sculptors and other visual artists",MB,Winnipeg,,,,2019-11-04
"Painters, sculptors and other visual artists",MB,Interlake,,,,2019-11-04
"Painters, sculptors and other visual artists",MB,Parklands,,,,2019-11-04
"Painters, sculptors and other visual artists",MB,North,,,,2019-11-04
"Painters, sculptors and other visual artists",SK,Saskatchewan,,,,2019-11-04
"Painters, sculptors and other visual artists",SK,Regina--Moose Mountain,,,,2019-11-04
"Painters, sculptors and other visual artists",SK,Swift Current--Moose Jaw,,,,2019-11-04
"Painters, sculptors and other visual artists",SK,Saskatoon--Biggar,,,,2019-11-04
"Painters, sculptors and other visual artists",SK,Yorkton--Melville,,,,2019-11-04
"Painters, sculptors and other visual artists",SK,Prince Albert,,,,2019-11-04
"Painters, sculptors and other visual artists",SK,Northern,,,,2019-11-04
"Painters, sculptors and other visual artists",AB,Alberta,,,,2019-11-04
"Painters, sculptors and other visual artists",AB,Lethbridge--Medicine Hat,,,,2019-11-04
"Painters, sculptors and other visual artists",AB,Camrose--Drumheller,,,,2019-11-04
"Painters, sculptors and other visual artists",AB,Calgary,,,,2019-11-04
"Painters, sculptors and other visual artists",AB,Banff--Jasper--Rocky Mountain House,,,,2019-11-04
"Painters, sculptors and other visual artists",AB,Red Deer,,,,2019-11-04
"Painters, sculptors and other visual artists",AB,Edmonton,,,,2019-11-04
"Painters, sculptors and other visual artists",AB,Athabasca--Grande Prairie--Peace River,,,,2019-11-04
"Painters, sculptors and other visual artists",AB,Wood Buffalo--Cold Lake,,,,2019-11-04
"Painters, sculptors and other visual artists",BC,British Columbia,17.75,32.95,50,2019-11-04
